epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,578.297,1.25472,1.21314,1.6309,0.54611,0.55443,0.52493,0.33146,1.41917,1.79146,1.86299,0.00117079,0.00117079,0.00117079
83,585.158,1.28448,1.21266,1.66033,0.75095,0.46981,0.57586,0.36499,1.37979,1.71311,1.83527,0.00116887,0.00116887,0.00116887
84,592.061,1.23647,1.14935,1.58668,0.50309,0.56783,0.55152,0.35735,1.41259,1.51299,1.83909,0.00116692,0.00116692,0.00116692
85,598.95,1.23815,1.18714,1.60524,0.5681,0.56162,0.57014,0.37222,1.4115,1.55802,1.85486,0.00116495,0.00116495,0.00116495
86,605.886,1.2568,1.15061,1.62402,0.73172,0.51953,0.5777,0.36869,1.41679,1.46021,1.81308,0.00116296,0.00116296,0.00116296
87,612.745,1.23962,1.14076,1.60202,0.59801,0.57919,0.60992,0.40336,1.37577,1.48745,1.83178,0.00116096,0.00116096,0.00116096
88,619.714,1.24907,1.1645,1.60594,0.64067,0.52646,0.55107,0.35243,1.40939,1.69246,1.85663,0.00115892,0.00115892,0.00115892
89,626.685,1.26992,1.16654,1.62395,0.54237,0.53586,0.52327,0.33124,1.42523,1.72611,1.84528,0.00115687,0.00115687,0.00115687
90,633.56,1.2388,1.14616,1.6046,0.59253,0.52112,0.57391,0.35921,1.42566,1.52764,1.85662,0.0011548,0.0011548,0.0011548
91,640.498,1.20707,1.07793,1.56034,0.58146,0.55213,0.55051,0.34708,1.41056,1.65272,1.85766,0.00115271,0.00115271,0.00115271
92,647.425,1.17942,1.0759,1.5581,0.59149,0.57357,0.56444,0.36225,1.45035,1.50157,1.88604,0.00115059,0.00115059,0.00115059
93,654.266,1.20615,1.11142,1.57174,0.59424,0.52399,0.5587,0.35888,1.40701,1.55654,1.82303,0.00114846,0.00114846,0.00114846
94,661.095,1.22584,1.09468,1.60485,0.52653,0.60025,0.58167,0.36781,1.35253,1.56891,1.81185,0.0011463,0.0011463,0.0011463
95,667.932,1.22568,1.09914,1.59859,0.70477,0.47996,0.57883,0.35934,1.36007,1.5994,1.83258,0.00114412,0.00114412,0.00114412
96,674.791,1.22674,1.13937,1.59676,0.7245,0.47445,0.57991,0.36108,1.44407,1.57826,1.89351,0.00114193,0.00114193,0.00114193
97,681.667,1.17962,1.0877,1.56404,0.62361,0.53942,0.59498,0.3864,1.36062,1.63531,1.79764,0.00113971,0.00113971,0.00113971
