epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.6629,3.43783,4.27438,4.064,0.00041,0.04043,0.00028,0.0001,3.09819,4.22765,4.37555,0.000412234,0.000412234,0.000412234
2,40.3458,3.09747,3.78902,3.57491,0.26938,0.05703,0.00835,0.00259,2.997,6.9595,3.74579,0.000820695,0.000820695,0.000820695
3,59.5579,2.91173,3.63592,3.27411,0.53421,0.14524,0.03579,0.01094,2.46426,9.75875,2.99644,0.00122091,0.00122091,0.00122091
4,78.6181,2.75878,3.49916,3.07987,0.50335,0.10096,0.0039,0.00136,2.58598,15.342,3.19408,0.00121287,0.00121287,0.00121287
5,97.8828,2.59531,3.30047,2.96367,0.40626,0.11163,0.0587,0.02235,2.24398,3.37821,2.84329,0.0012005,0.0012005,0.0012005
6,116.923,2.46008,3.16556,2.83171,0.39018,0.12891,0.07653,0.02947,2.19151,3.43449,2.77221,0.00118812,0.00118812,0.00118812
7,135.999,2.30528,2.98441,2.7087,0.47525,0.22422,0.13727,0.05307,2.11241,3.4984,2.64364,0.00117575,0.00117575,0.00117575
8,155.359,2.24546,2.88779,2.66536,0.46224,0.21268,0.1753,0.07326,2.04578,2.96929,2.62449,0.00116337,0.00116337,0.00116337
9,174.55,2.17215,2.78142,2.57551,0.47396,0.26978,0.19879,0.08928,1.90919,2.6346,2.483,0.001151,0.001151,0.001151
10,193.858,2.11294,2.73362,2.52308,0.49294,0.2661,0.18851,0.0829,1.97383,2.56273,2.54647,0.00113863,0.00113863,0.00113863
11,213.197,2.0747,2.59259,2.46769,0.46327,0.20591,0.17147,0.07045,1.97743,2.76441,2.58004,0.00112625,0.00112625,0.00112625
12,231.582,2.04616,2.61101,2.43712,0.4667,0.29558,0.2112,0.09628,1.80223,2.45229,2.45816,0.00111388,0.00111388,0.00111388
13,250.603,1.95697,2.53621,2.38237,0.52053,0.37188,0.23514,0.11812,1.77153,2.78377,2.29765,0.0011015,0.0011015,0.0011015
14,269.721,1.94771,2.47154,2.34357,0.50031,0.38085,0.2628,0.1301,1.74013,2.44926,2.3121,0.00108913,0.00108913,0.00108913
15,288.785,1.89381,2.38657,2.32201,0.22016,0.34212,0.225,0.1203,1.70227,2.36511,2.25204,0.00107675,0.00107675,0.00107675
16,307.757,1.92261,2.39884,2.33619,0.25119,0.33909,0.22877,0.11211,1.79808,2.4628,2.33728,0.00106437,0.00106437,0.00106437
17,326.927,1.83652,2.27504,2.25939,0.60332,0.27928,0.29159,0.14211,1.72436,2.29304,2.26497,0.001052,0.001052,0.001052
18,346.133,1.82668,2.26221,2.24933,0.29214,0.39247,0.29394,0.15015,1.75477,2.32441,2.24772,0.00103962,0.00103962,0.00103962
19,365.219,1.83147,2.29361,2.25339,0.34687,0.37052,0.29383,0.16047,1.62504,2.14843,2.14633,0.00102725,0.00102725,0.00102725
20,384.614,1.784,2.21748,2.21973,0.29595,0.39737,0.29267,0.15646,1.66236,2.39423,2.19606,0.00101488,0.00101488,0.00101488
21,403.795,1.77643,2.25687,2.20279,0.29234,0.38036,0.27806,0.1568,1.66603,2.21878,2.18943,0.0010025,0.0010025,0.0010025
22,423.227,1.81521,2.2042,2.21204,0.57658,0.36484,0.35519,0.19045,1.65743,2.21372,2.17132,0.000990125,0.000990125,0.000990125
23,442.849,1.75107,2.13475,2.18563,0.35257,0.37128,0.296,0.15351,1.67764,2.24648,2.20517,0.00097775,0.00097775,0.00097775
24,462.472,1.76012,2.14563,2.1738,0.44862,0.41953,0.34021,0.19625,1.572,2.02745,2.13775,0.000965375,0.000965375,0.000965375
25,482.143,1.69261,2.02867,2.12408,0.39702,0.42198,0.36395,0.20291,1.60241,2.11441,2.13586,0.000953,0.000953,0.000953
26,501.947,1.68883,2.058,2.1173,0.56283,0.39542,0.38046,0.20881,1.59185,2.03033,2.11803,0.000940625,0.000940625,0.000940625
27,521.804,1.66799,2.0152,2.09786,0.43632,0.39082,0.37892,0.21017,1.58254,2.10717,2.11087,0.00092825,0.00092825,0.00092825
28,541.543,1.66408,2.00749,2.09972,0.37034,0.39772,0.36555,0.20354,1.57821,2.02426,2.11119,0.000915875,0.000915875,0.000915875
29,560.979,1.6093,1.90856,2.03378,0.46606,0.43564,0.40894,0.23448,1.51771,2.09266,2.05444,0.0009035,0.0009035,0.0009035
30,580.025,1.64069,1.93843,2.05991,0.59426,0.37508,0.38032,0.2277,1.45815,2.12603,2.00042,0.000891125,0.000891125,0.000891125
31,598.861,1.668,1.95612,2.0878,0.50099,0.37287,0.40413,0.23849,1.54329,1.98395,2.12152,0.00087875,0.00087875,0.00087875
32,618.35,1.6444,1.91365,2.06103,0.43199,0.3987,0.41382,0.24953,1.49708,2.1549,2.05355,0.000866375,0.000866375,0.000866375
33,637.371,1.6268,1.85863,2.03121,0.47792,0.46714,0.42693,0.23951,1.53777,1.94034,2.10363,0.000854,0.000854,0.000854
34,656.921,1.56609,1.86305,2.00022,0.52466,0.39775,0.41083,0.23783,1.45219,2.20041,2.02993,0.000841625,0.000841625,0.000841625
35,676.156,1.52894,1.79232,1.9612,0.48748,0.44502,0.41197,0.24651,1.48643,1.86395,2.03149,0.00082925,0.00082925,0.00082925
36,695.157,1.53166,1.83856,1.97286,0.51124,0.4318,0.42628,0.26491,1.46943,2.00251,2.04977,0.000816875,0.000816875,0.000816875
37,714.416,1.53244,1.8274,1.95695,0.51046,0.44268,0.44509,0.28752,1.4042,1.93799,1.98892,0.0008045,0.0008045,0.0008045
38,733.755,1.53761,1.7873,1.96903,0.4579,0.5052,0.45008,0.28325,1.49577,1.80522,2.03416,0.000792125,0.000792125,0.000792125
39,753.201,1.48663,1.67411,1.92022,0.59996,0.50745,0.49288,0.29131,1.50531,1.78361,2.02678,0.00077975,0.00077975,0.00077975
40,772.661,1.49562,1.68643,1.92543,0.50364,0.50812,0.46929,0.28445,1.41821,1.90135,1.95866,0.000767375,0.000767375,0.000767375
41,791.659,1.47119,1.62648,1.91832,0.53355,0.49194,0.47836,0.28774,1.52292,1.76781,2.03828,0.000755,0.000755,0.000755
42,810.593,1.48687,1.61937,1.89851,0.54904,0.51189,0.50412,0.31547,1.41329,1.62325,1.93656,0.000742625,0.000742625,0.000742625
43,829.664,1.45735,1.63984,1.8943,0.49625,0.43091,0.42046,0.26128,1.47371,2.08509,1.98809,0.00073025,0.00073025,0.00073025
44,848.64,1.45834,1.60282,1.87766,0.53786,0.5445,0.52438,0.32754,1.43076,1.77599,1.97021,0.000717875,0.000717875,0.000717875
45,868.02,1.47455,1.6242,1.88833,0.59623,0.47325,0.51578,0.32958,1.36026,1.68877,1.95111,0.0007055,0.0007055,0.0007055
46,887.285,1.39232,1.546,1.84357,0.44814,0.48812,0.45324,0.28315,1.43485,1.82918,1.99858,0.000693125,0.000693125,0.000693125
47,906.282,1.39957,1.51017,1.83728,0.49245,0.53555,0.49399,0.29615,1.49249,1.76444,2.03463,0.00068075,0.00068075,0.00068075
48,925.278,1.39601,1.52491,1.83161,0.53191,0.55113,0.49567,0.32014,1.4297,1.62463,1.98212,0.000668375,0.000668375,0.000668375
49,944.519,1.40839,1.53967,1.85819,0.53814,0.50654,0.51695,0.31681,1.39263,1.57772,1.95282,0.000656,0.000656,0.000656
50,963.917,1.37298,1.46115,1.79953,0.46083,0.50127,0.4912,0.29777,1.50351,1.83646,2.09733,0.000643625,0.000643625,0.000643625
51,982.871,1.35728,1.44345,1.80808,0.56703,0.46295,0.47458,0.29933,1.4795,1.8629,2.00849,0.00063125,0.00063125,0.00063125
52,1001.73,1.33514,1.40534,1.77276,0.51934,0.53987,0.51721,0.3264,1.34244,1.63915,1.88855,0.000618875,0.000618875,0.000618875
53,1020.73,1.3613,1.43986,1.79503,0.59183,0.55529,0.54707,0.3414,1.413,1.61393,1.94396,0.0006065,0.0006065,0.0006065
54,1039.7,1.33076,1.37315,1.75282,0.58559,0.45172,0.50868,0.3268,1.34356,1.773,1.91599,0.000594125,0.000594125,0.000594125
55,1058.51,1.30902,1.36029,1.73151,0.59563,0.4374,0.47739,0.30744,1.36991,1.7771,1.90068,0.00058175,0.00058175,0.00058175
56,1077.62,1.30703,1.35821,1.74602,0.57647,0.54037,0.54348,0.34986,1.37197,1.58672,1.94817,0.000569375,0.000569375,0.000569375
57,1096.77,1.32045,1.33716,1.76266,0.54457,0.46876,0.49047,0.30735,1.41384,1.85266,1.99235,0.000557,0.000557,0.000557
58,1115.72,1.29711,1.33927,1.72403,0.49452,0.49163,0.49324,0.32111,1.33004,1.7528,1.86398,0.000544625,0.000544625,0.000544625
59,1134.7,1.29185,1.30008,1.72147,0.6748,0.52828,0.56587,0.36711,1.39003,1.46399,1.92915,0.00053225,0.00053225,0.00053225
60,1153.99,1.23118,1.23592,1.69933,0.61504,0.48023,0.53432,0.33816,1.37456,1.63134,1.9481,0.000519875,0.000519875,0.000519875
61,1172.98,1.28585,1.28288,1.72385,0.61504,0.54133,0.59884,0.3907,1.27409,1.43719,1.83913,0.0005075,0.0005075,0.0005075
62,1192.08,1.26388,1.26539,1.70965,0.47909,0.53282,0.51415,0.32907,1.38891,1.66476,1.94988,0.000495125,0.000495125,0.000495125
63,1211.65,1.23589,1.23112,1.67137,0.57547,0.54303,0.54574,0.34653,1.34168,1.68946,1.90774,0.00048275,0.00048275,0.00048275
64,1230.61,1.2225,1.20754,1.68151,0.65195,0.52893,0.58276,0.38665,1.33053,1.54643,1.90785,0.000470375,0.000470375,0.000470375
65,1250,1.21081,1.17474,1.66334,0.73514,0.46316,0.54624,0.34781,1.3827,1.66141,1.96028,0.000458,0.000458,0.000458
66,1269,1.19531,1.14466,1.63439,0.64478,0.55148,0.60838,0.38866,1.39304,1.47082,1.97151,0.000445625,0.000445625,0.000445625
67,1288.44,1.24331,1.17758,1.69611,0.54857,0.57561,0.57948,0.38564,1.32928,1.60199,1.92952,0.00043325,0.00043325,0.00043325
68,1307.87,1.18397,1.1497,1.62204,0.59251,0.56186,0.58226,0.38457,1.38499,1.65456,1.95651,0.000420875,0.000420875,0.000420875
69,1326.8,1.16134,1.12508,1.63454,0.59668,0.59613,0.60614,0.39833,1.28019,1.4212,1.86472,0.0004085,0.0004085,0.0004085
70,1346.05,1.14643,1.11719,1.59962,0.702,0.55323,0.59916,0.39583,1.28923,1.5467,1.87241,0.000396125,0.000396125,0.000396125
71,1365.45,1.17428,1.11727,1.62366,0.81886,0.45614,0.55794,0.36641,1.29648,1.69495,1.84899,0.00038375,0.00038375,0.00038375
72,1384.79,1.16398,1.08897,1.61257,0.6013,0.53967,0.58416,0.3763,1.31449,1.53709,1.9194,0.000371375,0.000371375,0.000371375
73,1404.19,1.11884,1.04945,1.58203,0.53613,0.57018,0.5702,0.38296,1.32004,1.47018,1.93398,0.000359,0.000359,0.000359
74,1423.84,1.11763,1.04504,1.58257,0.6112,0.53918,0.57775,0.38656,1.30012,1.4725,1.85475,0.000346625,0.000346625,0.000346625
