epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,915.647,3.48022,4.36808,4.16718,0.00104,0.15768,0.00195,0.00043,2.99674,4.68388,4.25591,0.000412234,0.000412234,0.000412234
2,1725.95,3.26255,3.96163,3.79393,0.5162,0.07577,0.00846,0.00234,2.89656,20.9024,4.02614,0.00081398,0.00081398,0.00081398
3,2581.44,3.02529,3.71367,3.43,0.51311,0.07097,0.01368,0.00408,2.64141,4.24583,3.24297,0.00120073,0.00120073,0.00120073
4,3473.71,2.88236,3.6136,3.20316,0.39239,0.09059,0.05765,0.01848,2.64438,5.16015,3.10378,0.0011825,0.0011825,0.0011825
5,4343.12,2.7791,3.44537,3.03541,0.63632,0.14617,0.11205,0.03367,2.38263,3.75915,2.94058,0.00116,0.00116,0.00116
6,5235.78,2.63789,3.35865,2.95698,0.78793,0.02404,0.02366,0.00837,2.39,10.3843,3.00688,0.0011375,0.0011375,0.0011375
7,6061.75,2.58673,3.29278,2.88088,0.41001,0.1765,0.11728,0.04444,2.28097,3.49133,2.8276,0.001115,0.001115,0.001115
8,6877.92,2.44297,3.0401,2.75846,0.62724,0.15784,0.12777,0.04777,2.35723,3.06629,2.85521,0.0010925,0.0010925,0.0010925
9,7740.13,2.37047,2.95958,2.68998,0.48917,0.23438,0.19084,0.07726,2.13518,2.8244,2.64932,0.00107,0.00107,0.00107
10,8609.63,2.2594,2.89943,2.63107,0.43711,0.28048,0.19134,0.07895,2.10398,2.78547,2.65376,0.0010475,0.0010475,0.0010475
11,9493.08,2.27839,2.85444,2.61544,0.60948,0.20488,0.20406,0.09622,1.995,2.85728,2.56994,0.001025,0.001025,0.001025
12,10368.6,2.16458,2.73134,2.52643,0.51148,0.30017,0.28214,0.12473,2.00687,2.56464,2.5717,0.0010025,0.0010025,0.0010025
13,11141.7,2.10454,2.65604,2.46803,0.51148,0.2966,0.2452,0.11159,1.91463,2.99567,2.43698,0.00098,0.00098,0.00098
14,11918,2.08842,2.65631,2.45369,0.55037,0.26218,0.24763,0.11721,1.92786,2.6426,2.46774,0.0009575,0.0009575,0.0009575
15,12688.7,2.07674,2.58425,2.40824,0.38968,0.31719,0.27142,0.11861,1.90645,2.62667,2.46877,0.000935,0.000935,0.000935
16,13450.2,1.98762,2.47778,2.34836,0.39257,0.28921,0.25147,0.12012,1.92431,2.85745,2.46427,0.0009125,0.0009125,0.0009125
17,14219.5,1.95598,2.42271,2.31214,0.53224,0.3048,0.2903,0.14356,1.87879,2.36065,2.3807,0.00089,0.00089,0.00089
18,14976.9,1.91854,2.37202,2.2942,0.61151,0.27537,0.2852,0.14639,1.85685,2.49161,2.41246,0.0008675,0.0008675,0.0008675
19,15756.8,1.89796,2.38053,2.27265,0.36108,0.44532,0.31648,0.16284,1.75074,2.36161,2.26633,0.000845,0.000845,0.000845
20,16512,1.8832,2.32336,2.24929,0.39211,0.36303,0.29971,0.15493,1.79127,2.53336,2.32807,0.0008225,0.0008225,0.0008225
21,17270.1,1.88507,2.33005,2.24152,0.50309,0.36882,0.34172,0.17934,1.77777,2.36141,2.25767,0.0008,0.0008,0.0008
22,18048.1,1.82742,2.23997,2.18348,0.40603,0.40856,0.3266,0.17351,1.72056,2.22593,2.28121,0.0007775,0.0007775,0.0007775
23,18829,1.80684,2.24043,2.19982,0.61533,0.39316,0.36536,0.18626,1.75513,2.34507,2.28631,0.000755,0.000755,0.000755
24,19692.4,1.82427,2.22704,2.17363,0.51325,0.44079,0.37849,0.20508,1.66225,2.17302,2.17721,0.0007325,0.0007325,0.0007325
25,20560.8,1.81645,2.15022,2.16699,0.61283,0.40352,0.36622,0.20803,1.71202,2.34692,2.23675,0.00071,0.00071,0.00071
26,21434.7,1.80291,2.13398,2.13016,0.44274,0.40007,0.3789,0.21306,1.62128,2.19152,2.14581,0.0006875,0.0006875,0.0006875
27,22306.7,1.73033,2.09297,2.0824,0.54021,0.45321,0.42564,0.24262,1.659,2.0314,2.2,0.000665,0.000665,0.000665
28,23089.7,1.74057,2.0318,2.09632,0.56759,0.40811,0.39335,0.22394,1.66361,2.054,2.12016,0.0006425,0.0006425,0.0006425
29,23850.3,1.74158,2.06579,2.08183,0.48019,0.46313,0.43044,0.24678,1.62436,2.0057,2.14454,0.00062,0.00062,0.00062
