epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,7855.8,1.72939,1.98218,1.9409,0.44364,0.43782,0.38742,0.21443,1.72825,2.17086,1.98178,0.000469423,0.000469423,0.000469423
43,8040.13,1.71964,1.94552,1.9244,0.52209,0.41402,0.39011,0.20748,1.68048,2.0701,1.96182,0.000450385,0.000450385,0.000450385
44,8223.82,1.69021,1.92968,1.90618,0.51885,0.41507,0.42561,0.23243,1.71474,2.08887,1.98239,0.000431346,0.000431346,0.000431346
45,8408.75,1.70285,1.89934,1.90191,0.46542,0.41297,0.39763,0.21516,1.7071,2.14759,1.97704,0.000412308,0.000412308,0.000412308
46,8596.07,1.67198,1.88478,1.88514,0.42483,0.46081,0.41162,0.22399,1.74507,2.04485,1.95759,0.000393269,0.000393269,0.000393269
47,8779.73,1.67366,1.85754,1.89641,0.48631,0.46997,0.45706,0.26793,1.64607,1.96172,1.89483,0.000374231,0.000374231,0.000374231
48,8963.92,1.66276,1.84411,1.86121,0.57256,0.45008,0.46439,0.27318,1.63989,1.90374,1.88667,0.000355192,0.000355192,0.000355192
49,9146.26,1.65381,1.84858,1.868,0.61801,0.40308,0.45247,0.24986,1.63194,1.87297,1.88983,0.000336154,0.000336154,0.000336154
50,9330.05,1.64058,1.82715,1.84828,0.54562,0.50413,0.48402,0.2787,1.63575,1.81678,1.86103,0.000317115,0.000317115,0.000317115
51,9515.49,1.65432,1.80468,1.85507,0.52337,0.41203,0.43242,0.24247,1.70457,2.09867,1.92488,0.000298077,0.000298077,0.000298077
52,9698.21,1.63737,1.82304,1.84638,0.61016,0.40888,0.46891,0.27638,1.66545,1.85171,1.88893,0.000279038,0.000279038,0.000279038
53,9882.14,1.65577,1.79889,1.84947,0.52779,0.44594,0.48747,0.27767,1.66036,1.80958,1.89976,0.00026,0.00026,0.00026
54,10066.5,1.62104,1.76746,1.83502,0.50736,0.47234,0.47067,0.26704,1.64212,1.88458,1.8783,0.000240962,0.000240962,0.000240962
55,10250.4,1.63108,1.75982,1.83076,0.6417,0.42513,0.48561,0.28505,1.65298,1.89937,1.89242,0.000221923,0.000221923,0.000221923
56,10431.7,1.52181,1.67674,1.75196,0.534,0.48304,0.49403,0.28984,1.60196,1.78105,1.84107,0.000202885,0.000202885,0.000202885
57,10611.2,1.52242,1.61802,1.75633,0.48562,0.47197,0.45873,0.26255,1.65727,1.88986,1.8802,0.000183846,0.000183846,0.000183846
58,10791.5,1.51673,1.57682,1.75135,0.4778,0.48609,0.47355,0.28073,1.62983,1.86066,1.87247,0.000164808,0.000164808,0.000164808
59,10971.6,1.49315,1.54397,1.72474,0.56165,0.43384,0.47626,0.27117,1.63382,1.84008,1.86324,0.000145769,0.000145769,0.000145769
60,11152.1,1.47148,1.54498,1.71862,0.56368,0.48493,0.5216,0.31144,1.60302,1.75674,1.81645,0.000126731,0.000126731,0.000126731
61,11331.9,1.46672,1.52324,1.7257,0.52227,0.48092,0.49446,0.28946,1.64074,1.78668,1.87098,0.000107692,0.000107692,0.000107692
62,11512.4,1.45227,1.48395,1.70016,0.57191,0.48204,0.53285,0.31325,1.57522,1.70383,1.79857,8.86538e-05,8.86538e-05,8.86538e-05
63,11692,1.47173,1.51228,1.71304,0.54267,0.46952,0.51198,0.30279,1.60812,1.74836,1.82347,6.96154e-05,6.96154e-05,6.96154e-05
64,11872.4,1.46836,1.49674,1.69787,0.54608,0.46123,0.5207,0.3105,1.60947,1.74495,1.82064,5.05769e-05,5.05769e-05,5.05769e-05
65,12052.9,1.44428,1.47429,1.69625,0.57197,0.48474,0.52484,0.31313,1.5986,1.72925,1.81684,3.15385e-05,3.15385e-05,3.15385e-05
